,TUDIARYDAY,Socializing for leisure,Alone time for leisure
35297,7,0,180
35298,2,0,225
35299,6,0,265
35300,7,205,180
35301,4,0,175
35302,7,230,300
35303,1,0,309
35304,7,75,345
35305,7,60,150
35306,2,0,60
35307,7,30,540
35308,1,60,540
35309,1,330,300
35310,7,20,150
35311,1,0,210
35312,7,0,420
35313,5,0,295
35314,5,0,30
35315,5,0,20
35316,3,0,35
35317,3,0,90
35318,6,0,260
35319,4,0,120
35320,2,0,217
35321,5,60,120
35322,3,0,0
35323,5,0,105
35324,2,60,191
35325,2,0,180
35326,1,0,740
35327,1,0,180
35328,7,0,121
35329,7,270,259
35330,7,0,480
35331,7,135,150
35332,4,80,370
35333,5,0,375
35334,6,0,285
35335,3,0,255
35336,1,30,173
35337,2,0,240
35338,7,0,60
35339,7,0,120
35340,1,60,165
35341,7,0,450
35342,6,0,85
35343,5,0,180
35344,3,0,285
35345,1,239,410
35346,5,0,145
35347,7,0,90
35348,1,165,180
35349,5,0,275
35350,4,0,180
35351,1,45,480
35352,7,0,30
35353,2,0,137
35354,2,0,165
35355,7,0,370
35356,7,0,15
35357,7,0,180
35358,6,0,140
35359,5,0,200
35360,1,178,384
35361,4,80,165
35362,7,0,90
35363,7,0,45
35364,2,0,140
35365,1,0,90
35366,2,0,285
35367,3,0,150
35368,5,0,865
35369,7,60,534
35370,2,0,60
35371,7,120,323
35372,7,230,90
35373,2,0,290
35374,2,0,660
35375,5,0,167
35376,7,0,435
35377,7,0,150
35378,2,85,461
35379,6,0,78
35380,7,0,410
35381,1,0,810
35382,5,105,154
35383,4,0,180
35384,4,0,605
35385,3,0,140
35386,7,0,560
35387,7,20,385
35388,7,195,255
35389,1,0,851
35390,1,0,0
35391,1,180,203
35392,1,30,367
35393,6,15,185
35394,1,120,105
35395,1,0,190
35396,7,50,265
35397,7,90,120
35398,6,45,250
35399,3,390,80
35400,6,0,60
35401,1,0,700
35402,5,0,244
35403,4,45,110
35404,7,75,240
35405,6,0,150
35406,6,215,175
35407,5,0,55
35408,7,185,0
35409,7,45,233
35410,3,0,205
35411,2,0,735
35412,1,0,180
35413,6,0,60
35414,5,60,60
35415,4,0,60
35416,7,0,450
35417,3,0,70
35418,7,0,590
35419,6,0,120
35420,6,0,0
35421,5,83,54
35422,7,0,135
35423,7,0,790
35424,6,80,180
35425,1,0,315
35426,7,111,150
35427,7,0,105
35428,7,0,60
35429,1,260,170
35430,3,0,20
35431,6,290,180
35432,4,0,95
35433,5,0,210
35434,6,0,420
35435,5,35,90
35436,3,0,35
35437,1,72,220
35438,2,0,215
35439,1,0,780
35440,1,304,60
35441,2,45,135
35442,7,0,120
35443,7,0,610
35444,3,0,75
35445,2,30,75
35446,3,0,90
35447,7,280,60
35448,4,60,300
35449,7,60,345
35450,7,60,420
35451,7,120,458
35452,7,118,398
35453,1,20,662
35454,7,215,60
35455,1,0,695
35456,7,150,125
35457,1,0,360
35458,1,0,210
35459,2,15,15
35460,7,0,930
35461,4,0,335
35462,6,0,613
35463,4,0,305
35464,6,0,173
35465,4,0,224
35466,3,0,303
35467,7,0,190
35468,1,280,295
35469,2,0,180
35470,7,0,315
35471,1,0,120
35472,1,180,360
35473,7,440,170
35474,4,0,120
35475,7,0,285
35476,1,10,110
35477,3,45,280
35478,2,90,120
35479,6,15,210
35480,4,180,150
35481,7,0,130
35482,7,60,0
35483,1,0,100
35484,2,0,205
35485,4,50,0
35486,1,10,240
35487,7,128,45
35488,7,0,357
35489,7,0,530
35490,7,0,240
35491,7,220,465
35492,5,0,60
35493,6,15,145
35494,5,0,188
35495,1,0,515
35496,4,195,690
35497,4,0,255
35498,4,0,50
35499,3,45,377
35500,1,0,190
35501,2,0,350
35502,7,115,440
35503,7,120,230
35504,1,0,732
35505,7,0,289
35506,1,0,195
35507,1,0,255
35508,1,90,135
35509,7,60,376
35510,5,10,378
35511,4,0,70
35512,1,240,315
35513,2,0,60
35514,1,0,90
35515,1,120,420
35516,1,0,210
35517,6,334,375
35518,2,0,210
35519,7,280,115
35520,5,0,45
35521,1,10,193
35522,5,0,34
35523,1,0,205
35524,5,0,160
35525,4,0,240
35526,7,202,30
35527,5,0,350
35528,4,0,504
35529,7,0,725
35530,1,60,225
35531,6,0,120
35532,5,0,360
35533,1,0,650
35534,4,20,125
35535,1,0,545
35536,3,0,155
35537,1,0,240
35538,2,0,390
35539,1,0,200
35540,2,30,159
35541,7,125,133
35542,7,5,740
35543,7,0,465
35544,7,180,380
35545,1,150,645
35546,1,0,120
35547,7,125,0
35548,1,106,215
35549,7,60,585
35550,7,0,255
35551,1,50,525
35552,6,0,139
35553,7,0,285
35554,6,0,90
35555,6,0,60
35556,6,0,590
35557,5,0,265
35558,5,0,105
35559,5,0,180
35560,1,540,0
35561,4,60,15
35562,3,0,100
35563,1,0,330
35564,5,0,315
35565,1,0,60
35566,6,0,90
35567,1,0,505
35568,1,330,180
35569,1,0,225
35570,5,0,140
35571,2,0,300
35572,4,20,232
35573,7,43,555
35574,6,0,170
35575,2,90,155
35576,5,0,780
35577,7,0,240
35578,2,0,120
35579,2,35,175
35580,4,0,190
35581,7,0,380
35582,1,0,570
35583,5,0,232
35584,7,0,425
35585,6,0,110
35586,3,180,179
35587,2,0,0
35588,1,120,232
35589,5,0,210
35590,4,180,5
35591,1,60,300
35592,5,310,247
35593,2,0,175
35594,7,61,270
35595,2,0,195
35596,1,0,278
35597,1,175,165
35598,1,85,290
35599,7,0,0
35600,5,0,300
35601,1,0,0
35602,7,0,685
35603,6,0,135
35604,7,0,255
35605,7,235,120
35606,4,0,185
35607,7,30,210
35608,1,0,480
35609,7,0,210
35610,1,98,270
35611,1,0,195
35612,6,30,542
35613,6,0,220
35614,7,510,60
35615,5,80,30
35616,5,120,443
35617,3,0,110
35618,6,0,420
35619,5,290,275
35620,1,0,690
35621,4,0,225
35622,5,0,230
35623,2,0,0
35624,3,0,245
35625,1,195,140
35626,7,0,700
35627,1,0,225
35628,6,0,90
35629,7,0,265
35630,1,0,0
35631,1,0,360
35632,5,45,219
35633,6,60,90
35634,1,60,250
35635,3,30,85
35636,7,330,360
35637,2,0,460
35638,1,0,240
35639,7,20,357
35640,7,30,0
35641,1,55,125
35642,6,0,110
35643,3,10,0
35644,7,20,130
35645,6,90,425
35646,7,45,320
35647,3,0,300
35648,5,0,0
35649,1,0,273
35650,1,0,35
35651,4,0,275
35652,7,0,0
35653,3,30,246
35654,1,0,495
35655,7,0,135
35656,2,15,170
35657,7,150,270
35658,3,0,600
35659,6,0,300
35660,5,120,30
35661,6,0,238
35662,7,0,0
35663,7,60,590
35664,1,90,165
35665,7,510,120
35666,1,0,580
35667,6,0,433
35668,5,80,210
35669,2,0,220
35670,4,0,170
35671,1,0,60
35672,7,0,637
35673,3,0,10
35674,7,260,0
35675,7,0,120
35676,7,390,0
35677,2,0,395
35678,1,0,390
35679,6,0,125
35680,4,100,266
35681,7,5,195
35682,7,75,145
35683,7,8,115
35684,6,0,270
35685,1,0,215
35686,7,132,28
35687,7,0,133
35688,1,0,540
35689,7,345,240
35690,2,0,30
35691,6,55,430
35692,7,0,60
35693,4,5,455
35694,3,0,170
35695,1,189,415
35696,7,0,630
35697,1,0,120
35698,1,15,60
35699,1,232,320
35700,7,95,80
35701,2,0,150
35702,7,0,265
35703,7,120,415
35704,1,0,390
35705,5,0,275
35706,6,0,360
35707,5,0,235
35708,7,10,180
35709,6,0,420
35710,1,0,180
35711,4,0,0
35712,4,0,165
35713,7,0,710
35714,7,30,120
35715,5,180,120
35716,4,0,180
35717,7,300,315
35718,2,0,225
35719,1,120,210
35720,1,60,0
35721,7,90,145
35722,7,0,520
35723,6,90,315
35724,5,0,0
35725,7,150,80
35726,1,90,190
35727,1,30,0
35728,7,240,270
35729,3,126,285
35730,1,0,210
35731,5,0,120
35732,6,0,0
35733,7,0,815
35734,5,20,640
35735,7,10,340
35736,4,0,540
35737,4,44,395
35738,3,0,0
35739,7,0,190
35740,1,80,105
35741,1,0,90
35742,5,0,280
35743,2,120,135
35744,1,0,60
35745,4,0,0
35746,7,0,135
35747,1,0,195
35748,1,0,405
35749,2,0,585
35750,7,0,205
35751,7,0,180
35752,1,60,340
35753,6,0,0
35754,5,15,35
35755,7,0,0
35756,1,0,450
35757,6,0,370
35758,3,0,90
35759,2,0,390
35760,7,0,650
35761,1,0,389
35762,4,0,220
35763,3,20,250
35764,6,35,245
35765,1,0,45
35766,6,130,210
35767,1,375,80
35768,5,45,244
35769,4,30,155
35770,7,0,230
35771,2,0,720
35772,4,0,120
35773,6,0,0
35774,1,0,300
35775,7,760,20
35776,3,0,840
35777,4,0,115
35778,2,0,390
35779,1,0,0
35780,7,40,440
35781,2,0,135
35782,5,60,30
35783,1,380,170
35784,1,0,0
35785,6,45,185
35786,4,0,75
35787,5,135,314
35788,3,0,0
35789,2,0,400
35790,2,60,405
35791,1,10,270
35792,1,0,780
35793,1,0,406
35794,3,0,70
35795,2,20,90
35796,1,85,135
35797,2,0,0
35798,1,0,120
35799,4,30,0
35800,7,30,210
35801,7,0,200
35802,1,0,55
35803,7,0,295
35804,4,150,360
35805,7,0,90
35806,5,445,320
35807,7,0,295
35808,1,294,121
35809,7,0,514
35810,6,0,215
35811,7,0,585
35812,5,50,393
35813,5,0,443
35814,6,110,479
35815,7,0,630
35816,1,0,165
35817,2,0,30
35818,5,0,60
35819,1,0,510
35820,3,60,110
35821,3,0,60
35822,2,0,70
35823,6,0,75
35824,2,0,120
35825,7,175,120
35826,5,0,250
35827,5,5,215
35828,7,0,0
35829,7,90,106
35830,1,90,30
35831,7,90,150
35832,7,0,30
35833,7,0,15
35834,6,0,315
35835,1,120,625
35836,1,105,490
35837,7,0,855
35838,5,0,120
35839,7,110,0
35840,7,0,400
35841,1,60,120
35842,7,0,210
35843,7,168,340
35844,6,0,283
35845,3,0,180
35846,2,0,120
35847,5,60,60
35848,1,90,280
35849,4,0,123
35850,2,30,310
35851,2,30,90
35852,7,0,700
35853,7,0,240
35854,1,0,630
35855,6,30,57
35856,1,0,210
35857,7,0,325
35858,7,15,695
35859,5,0,40
35860,1,0,570
35861,1,0,45
35862,7,0,445
35863,3,0,0
35864,4,0,75
35865,2,0,75
35866,7,120,205
35867,6,30,19
35868,7,30,270
35869,2,0,60
35870,7,191,300
35871,6,0,200
35872,5,0,220
35873,4,0,0
35874,7,0,240
35875,7,0,360
35876,3,60,190
35877,1,85,220
35878,7,60,275
35879,1,0,329
35880,1,15,60
35881,1,0,629
35882,3,93,160
35883,5,110,0
35884,4,0,245
35885,1,0,0
35886,5,0,1027
35887,7,240,0
35888,1,260,130
35889,6,0,443
35890,7,0,0
35891,3,0,0
35892,1,0,475
35893,2,0,505
35894,3,90,290
35895,7,0,0
35896,7,0,30
35897,7,0,400
35898,7,0,180
35899,5,103,60
35900,1,10,295
35901,7,0,400
35902,7,405,300
35903,1,0,120
35904,7,645,0
35905,7,0,430
35906,5,0,895
35907,4,0,509
35908,7,0,700
35909,4,0,695
35910,1,0,180
35911,5,0,30
35912,7,0,555
35913,1,0,391
35914,6,0,360
35915,4,0,165
35916,3,0,35
35917,5,30,195
35918,1,0,185
35919,5,0,862
35920,1,5,655
35921,4,0,30
35922,2,20,230
35923,5,0,240
35924,2,0,345
35925,7,107,20
35926,6,90,350
35927,1,0,145
35928,1,0,570
35929,1,0,435
35930,7,0,170
35931,7,30,48
35932,7,290,253
35933,2,60,210
35934,7,0,320
35935,1,0,255
35936,1,0,297
35937,1,0,360
35938,7,0,353
35939,1,0,1070
35940,1,0,120
35941,6,0,270
35942,1,0,620
35943,1,0,80
35944,1,90,476
35945,6,90,45
35946,7,0,285
35947,7,0,0
35948,1,0,0
35949,5,55,65
35950,5,0,70
35951,6,0,90
35952,1,30,60
35953,7,0,700
35954,4,15,170
35955,6,0,60
35956,6,0,225
35957,7,0,330
35958,3,0,180
35959,5,0,0
35960,7,190,180
35961,7,0,387
35962,5,0,85
35963,3,0,525
35964,5,0,225
35965,3,15,270
35966,3,0,490
35967,1,0,690
35968,2,0,683
35969,4,245,335
35970,4,0,110
35971,4,0,0
35972,4,0,0
35973,1,0,313
35974,7,125,495
35975,7,0,485
35976,2,0,150
35977,1,0,319
35978,7,0,800
35979,3,15,215
35980,2,0,130
35981,7,0,60
35982,1,0,75
35983,1,120,270
35984,7,0,285
35985,6,0,60
35986,6,0,480
35987,7,130,145
35988,1,0,90
35989,7,0,180
35990,5,0,0
35991,1,0,360
35992,7,250,90
35993,7,0,30
35994,1,0,230
35995,4,0,225
35996,2,0,170
35997,7,0,330
35998,4,0,385
35999,5,0,20
36000,3,20,166
36001,1,90,87
36002,3,0,301
36003,4,0,142
36004,7,0,255
36005,4,0,415
36006,2,0,35
36007,7,0,195
36008,5,250,150
36009,4,15,120
36010,1,10,435
36011,1,60,270
36012,6,0,120
36013,7,105,165
36014,7,0,60
36015,5,0,1059
36016,7,660,0
36017,5,180,0
36018,4,0,499
36019,7,0,300
36020,6,0,354
36021,7,60,45
36022,1,0,330
36023,7,165,185
36024,7,0,671
36025,1,0,365
36026,1,0,0
36027,1,0,90
36028,1,0,818
36029,7,175,130
36030,7,0,330
36031,7,0,30
36032,6,90,110
36033,6,0,262
36034,5,75,200
36035,4,0,90
36036,5,0,180
36037,1,190,90
36038,4,0,175
36039,1,0,510
36040,2,0,40
36041,5,0,223
36042,7,30,120
36043,5,0,90
36044,7,0,240
36045,1,0,0
36046,7,5,617
36047,5,60,210
36048,7,15,345
36049,7,0,275
36050,3,60,410
36051,5,0,415
36052,4,0,60
36053,4,34,85
36054,3,0,168
36055,7,215,523
36056,2,50,60
36057,7,0,335
36058,7,0,399
36059,7,356,235
36060,4,30,0
36061,1,0,530
36062,7,25,291
36063,7,0,420
36064,2,0,120
36065,6,130,125
36066,4,65,99
36067,5,238,116
36068,3,0,120
36069,7,255,430
36070,1,210,630
36071,1,0,195
36072,7,0,680
36073,1,0,170
36074,6,0,120
36075,7,0,90
36076,6,0,110
36077,7,232,520
36078,1,0,205
36079,7,0,360
36080,7,0,122
36081,4,30,478
36082,3,0,240
36083,2,45,120
36084,1,0,355
36085,7,0,876
36086,4,198,73
36087,3,120,150
36088,6,0,135
36089,5,0,310
36090,4,0,38
36091,4,0,410
36092,3,0,225
36093,1,0,258
36094,5,90,40
36095,1,0,180
36096,2,0,120
36097,5,30,295
36098,4,20,0
36099,1,182,442
36100,7,0,710
36101,3,30,330
36102,2,240,90
36103,3,0,20
36104,1,0,100
36105,7,0,375
36106,2,0,4
36107,1,30,240
36108,3,0,0
36109,7,0,765
36110,7,30,170
36111,1,30,230
36112,7,0,480
36113,1,300,30
36114,7,85,170
36115,6,0,175
36116,7,165,515
36117,4,30,414
36118,3,0,125
36119,7,1350,0
36120,1,60,643
36121,7,150,275
36122,1,0,330
36123,5,0,820
36124,7,0,525
36125,7,0,370
36126,3,0,230
36127,7,0,555
36128,6,0,200
36129,2,0,98
36130,6,425,105
36131,2,25,82
36132,7,75,180
36133,1,200,165
36134,1,0,425
36135,3,0,410
36136,2,160,375
36137,7,265,5
36138,3,30,0
36139,2,0,180
36140,3,0,290
36141,1,0,660
36142,7,0,240
36143,1,0,180
36144,7,0,0
36145,1,0,544
36146,1,60,180
36147,6,0,300
36148,1,315,420
36149,7,0,180
36150,7,360,90
36151,7,350,0
36152,7,0,50
36153,1,0,479
36154,3,0,299
36155,5,0,90
36156,7,180,190
36157,6,174,150
36158,6,45,120
36159,3,60,80
36160,4,0,570
36161,1,0,120
36162,7,30,300
36163,6,0,20
36164,1,120,225
36165,7,0,0
36166,3,0,60
36167,4,0,110
36168,3,56,322
36169,7,0,240
36170,5,0,15
36171,2,40,195
36172,7,40,45
36173,1,0,515
36174,5,0,15
36175,1,0,464
36176,2,0,195
36177,7,0,119
36178,5,0,60
36179,5,0,455
36180,4,0,120
36181,1,95,60
36182,7,152,422
36183,1,145,195
36184,6,0,272
36185,4,0,135
36186,3,30,310
36187,1,30,0
36188,1,0,315
36189,7,47,0
36190,6,0,0
36191,5,20,60
36192,2,0,490
36193,5,0,30
36194,4,0,195
36195,1,0,270
36196,4,0,416
36197,3,0,317
36198,7,0,45
36199,7,0,370
36200,7,0,270
36201,1,0,424
36202,6,0,90
36203,5,30,512
36204,1,0,120
36205,3,90,329
36206,4,30,10
36207,3,45,630
36208,7,55,275
36209,1,15,388
36210,4,45,170
36211,7,120,142
36212,3,0,70
36213,7,70,250
36214,7,0,60
36215,7,0,0
36216,7,0,360
36217,5,0,90
36218,2,0,5
36219,2,0,205
36220,5,0,195
36221,4,0,0
36222,3,0,300
36223,1,50,305
36224,5,0,170
36225,7,120,35
36226,4,0,135
36227,5,100,171
36228,1,0,715
36229,1,144,185
36230,1,180,270
36231,2,0,120
36232,4,20,90
36233,5,0,801
36234,1,120,175
36235,4,0,0
36236,7,120,240
36237,4,0,180
36238,7,0,465
36239,1,20,102
36240,1,0,590
36241,6,0,745
36242,7,90,140
36243,5,0,150
36244,1,60,255
36245,7,30,159
36246,1,0,750
36247,7,45,0
36248,7,0,95
36249,4,0,30
36250,3,133,240
36251,5,0,212
36252,2,0,260
36253,3,15,195
36254,1,3,253
36255,1,0,240
36256,1,0,420
36257,4,0,310
36258,7,0,0
36259,7,240,440
36260,6,56,80
36261,7,0,300
36262,6,80,60
36263,7,60,445
36264,7,30,470
36265,1,0,427
36266,1,10,258
36267,7,0,110
36268,5,0,645
36269,7,313,30
36270,7,180,300
36271,3,0,75
36272,1,60,490
36273,2,0,235
36274,6,0,209
36275,7,120,120
36276,4,0,300
36277,7,195,0
36278,5,60,425
36279,6,0,195
36280,3,0,370
36281,7,0,685
36282,5,0,260
36283,4,0,650
36284,7,0,60
36285,7,0,30
36286,3,0,40
36287,1,0,229
36288,1,0,120
36289,6,0,160
36290,7,0,400
36291,1,50,340
36292,1,0,160
36293,7,75,190
36294,1,105,568
36295,7,0,210
36296,6,0,45
36297,6,165,60
36298,4,0,265
36299,1,0,240
36300,4,0,1032
36301,6,0,147
36302,5,15,75
36303,6,0,205
36304,3,0,335
36305,1,0,255
36306,2,0,510
36307,3,0,195
36308,1,0,90
36309,7,0,243
36310,7,0,369
36311,6,10,244
36312,7,180,310
36313,6,0,240
36314,3,0,0
36315,1,15,470
36316,7,90,340
36317,1,180,260
36318,7,0,409
36319,1,120,705
36320,1,0,295
36321,7,240,275
36322,7,0,195
36323,1,0,150
36324,6,0,120
36325,1,0,439
36326,5,120,413
36327,5,0,135
36328,7,0,134
36329,4,30,670
36330,6,120,210
36331,7,0,208
36332,1,188,30
36333,7,0,160
36334,4,8,108
36335,7,30,215
36336,1,0,0
36337,1,278,220
36338,2,0,410
36339,3,0,190
36340,4,0,159
36341,7,105,150
36342,1,108,115
36343,7,40,330
36344,7,0,420
36345,6,105,392
36346,5,0,66
36347,1,0,420
36348,3,10,655
36349,7,0,420
36350,6,0,85
36351,7,20,10
36352,7,165,240
36353,5,0,140
36354,4,70,147
36355,1,0,330
36356,6,0,30
36357,7,0,120
36358,7,0,0
36359,1,0,30
36360,7,116,338
36361,1,0,40
36362,2,0,690
36363,7,155,600
36364,6,0,225
36365,1,0,210
36366,4,0,60
36367,1,0,230
36368,7,0,25
36369,3,0,75
36370,7,0,290
36371,3,45,38
36372,6,50,153
36373,7,0,60
36374,5,60,82
36375,7,50,105
36376,4,0,150
36377,5,0,0
36378,1,60,60
36379,7,0,495
36380,7,0,265
36381,6,0,95
36382,1,80,180
36383,1,0,35
36384,7,0,165
36385,6,0,294
36386,7,75,60
36387,1,30,90
36388,7,0,264
36389,4,0,30
36390,7,30,180
36391,6,60,130
36392,4,20,90
36393,5,64,173
36394,4,0,390
36395,2,0,465
36396,3,0,60
36397,1,180,319
36398,7,0,485
36399,1,0,120
36400,1,70,300
36401,5,0,253
36402,7,0,300
36403,5,60,300
36404,2,0,30
36405,4,0,180
36406,4,0,0
36407,1,0,0
36408,1,20,217
36409,1,290,280
36410,7,0,0
36411,3,20,225
36412,1,0,60
36413,2,90,0
36414,7,0,170
36415,7,60,240
36416,1,90,520
36417,5,0,90
36418,4,130,640
36419,7,370,240
36420,4,60,110
36421,7,120,120
36422,7,0,420
36423,1,0,120
36424,1,0,640
36425,3,120,281
36426,7,0,24
36427,6,15,350
36428,2,0,120
36429,5,240,30
36430,2,0,135
36431,7,0,105
36432,4,0,690
36433,3,110,71
36434,1,0,340
36435,2,0,0
36436,1,0,220
36437,1,0,226
36438,7,60,150
36439,3,0,285
36440,7,240,120
36441,7,270,315
36442,6,0,160
36443,2,0,710
36444,5,45,60
36445,7,95,175
36446,3,179,75
36447,3,0,30
36448,6,0,105
36449,6,95,134
36450,2,0,360
36451,1,245,180
36452,4,45,25
36453,4,0,663
36454,3,60,430
36455,2,0,0
36456,1,105,485
36457,3,60,430
36458,6,0,479
36459,5,85,200
36460,4,60,85
36461,4,0,750
36462,4,110,75
36463,1,0,490
36464,7,0,30
36465,3,0,420
36466,2,0,468
36467,7,27,104
36468,3,70,110
36469,4,0,174
36470,3,0,435
36471,2,65,170
36472,1,155,180
36473,1,90,480
36474,4,0,376
36475,2,0,0
36476,2,5,600
36477,5,400,270
36478,7,68,285
36479,6,322,0
36480,4,0,225
36481,1,0,60
36482,7,0,330
36483,1,180,432
36484,7,0,525
36485,7,15,0
36486,1,0,270
36487,5,15,210
36488,7,0,125
36489,2,15,0
36490,6,20,200
36491,7,127,392
36492,4,0,0
36493,7,0,478
36494,3,0,60
36495,5,0,403
36496,1,80,355
36497,7,260,80
36498,1,0,60
36499,7,49,45
36500,7,0,240
36501,7,0,345
36502,6,0,885
36503,1,180,510
36504,1,0,350
36505,1,120,270
36506,5,0,300
36507,6,120,270
36508,7,0,0
36509,5,0,115
36510,2,0,95
36511,5,70,90
36512,4,0,150
36513,7,0,390
36514,7,85,233
36515,2,210,67
36516,1,92,250
36517,5,0,80
36518,7,0,285
36519,1,90,855
36520,1,0,820
36521,7,0,440
36522,5,0,60
36523,7,0,685
36524,1,0,523
36525,3,0,185
36526,1,0,405
36527,7,60,360
36528,3,0,45
36529,7,0,120
36530,4,45,180
36531,7,90,570
36532,7,0,411
36533,6,240,20
36534,5,0,195
36535,6,0,560
36536,5,200,435
36537,1,488,60
36538,2,0,60
36539,3,4,397
36540,2,100,145
36541,7,0,580
36542,7,125,215
36543,7,60,580
36544,1,180,295
36545,7,420,300
36546,1,0,10
36547,1,94,338
36548,3,0,70
36549,2,35,45
36550,7,30,460
36551,6,15,240
36552,6,0,0
36553,5,0,285
36554,5,0,360
36555,7,0,60
36556,5,0,60
36557,4,0,15
36558,4,0,234
36559,3,60,160
36560,1,0,700
36561,3,0,197
36562,1,285,90
36563,3,150,150
36564,6,0,193
36565,6,0,1250
36566,6,285,0
36567,1,0,360
36568,3,130,160
36569,7,0,315
36570,1,0,570
36571,1,15,265
36572,7,30,250
36573,1,0,225
36574,1,80,560
36575,7,40,261
36576,7,350,0
36577,5,15,30
36578,3,0,240
36579,7,427,190
36580,1,0,120
36581,7,0,420
36582,4,0,55
36583,7,0,698
36584,6,45,60
36585,3,60,515
36586,4,0,180
36587,7,360,180
36588,5,0,180
36589,2,0,325
36590,7,0,135
36591,4,0,435
36592,2,75,90
36593,7,40,210
36594,1,0,855
36595,4,0,180
36596,7,0,375
36597,1,0,210
36598,7,0,120
36599,3,0,0
36600,7,0,355
36601,7,0,210
36602,6,0,75
36603,1,0,180
36604,4,90,130
36605,7,0,0
36606,5,0,150
36607,4,0,0
36608,1,120,380
36609,7,30,640
36610,6,0,700
36611,4,15,205
36612,3,0,130
36613,6,0,135
36614,6,0,330
36615,7,0,440
36616,1,0,360
36617,7,0,30
36618,2,22,145
36619,7,15,255
36620,3,0,520
36621,5,150,120
36622,7,0,370
36623,1,48,30
36624,1,80,230
36625,5,0,365
36626,6,0,120
36627,5,320,295
36628,3,50,155
36629,1,180,540
36630,2,0,165
36631,7,0,285
36632,1,306,0
36633,7,0,210
36634,4,29,67
36635,3,65,90
36636,7,190,135
36637,4,30,285
36638,4,0,165
36639,7,400,120
36640,1,30,630
36641,1,0,360
36642,2,60,405
36643,7,0,0
36644,1,175,280
36645,7,205,301
36646,7,0,110
36647,1,0,765
36648,4,0,210
36649,6,255,0
36650,2,45,300
36651,1,0,443
36652,2,0,270
36653,5,0,645
36654,4,0,105
36655,7,0,0
36656,1,0,390
36657,4,10,120
36658,2,0,0
36659,7,30,229
36660,2,0,45
36661,7,0,645
36662,3,0,110
36663,6,5,285
36664,6,0,270
36665,3,0,267
36666,1,0,210
36667,4,0,118
36668,3,0,120
36669,7,0,440
36670,6,231,160
36671,4,15,73
36672,1,15,386
36673,2,0,290
36674,2,0,180
36675,1,296,253
36676,7,0,0
36677,1,290,160
36678,1,0,95
36679,3,0,600
36680,7,0,105
36681,4,0,250
36682,7,50,120
36683,6,0,120
36684,7,30,425
36685,4,15,167
36686,1,25,145
36687,1,0,615
36688,2,20,375
36689,5,0,81
36690,6,0,113
36691,4,10,340
36692,7,25,301
36693,5,365,0
36694,3,107,145
36695,4,20,95
36696,1,105,130
36697,7,180,170
36698,4,0,320
36699,7,120,350
36700,6,30,90
36701,1,0,695
36702,3,30,284
36703,3,0,60
36704,7,0,60
36705,1,120,246
36706,1,0,510
36707,7,0,460
36708,2,0,573
36709,1,105,255
36710,1,315,0
36711,1,215,120
36712,1,0,180
36713,1,210,135
36714,7,35,45
36715,7,0,287
36716,6,0,250
36717,4,0,0
36718,2,60,180
36719,6,270,240
36720,4,0,115
36721,1,192,40
36722,6,0,0
36723,5,0,440
36724,1,0,180
36725,7,0,210
36726,7,60,240
36727,3,40,120
36728,2,0,338
36729,6,0,200
36730,4,147,60
36731,1,0,435
36732,6,0,278
36733,5,105,0
36734,4,0,17
36735,2,30,120
36736,7,0,150
36737,5,0,30
36738,6,10,414
36739,1,0,223
36740,1,0,390
36741,1,0,60
36742,1,120,180
36743,2,0,255
36744,6,0,306
36745,7,0,224
36746,1,150,190
36747,1,330,179
36748,5,0,240
36749,5,0,808
36750,7,0,180
36751,6,174,30
36752,4,0,0
36753,7,0,225
36754,7,0,420
36755,6,20,200
36756,5,30,25
36757,6,75,70
36758,7,35,50
36759,3,20,300
36760,7,0,400
36761,1,140,430
36762,4,20,640
36763,4,15,20
36764,6,0,240
36765,4,0,150
36766,7,0,240
36767,4,0,300
36768,1,0,90
36769,1,0,526
36770,3,67,475
36771,7,0,120
36772,4,210,205
36773,7,0,565
36774,3,0,250
36775,1,0,240
36776,2,45,60
36777,7,433,1
36778,7,0,190
36779,7,0,285
36780,7,15,30
36781,1,165,95
36782,7,0,527
36783,1,0,239
36784,1,0,245
36785,6,0,540
36786,4,90,90
36787,5,0,180
36788,2,30,505
36789,7,30,120
36790,3,180,475
36791,2,0,15
36792,1,0,205
36793,7,0,0
36794,4,0,30
36795,2,175,120
36796,1,0,0
36797,3,15,378
36798,7,0,135
36799,6,0,564
36800,7,0,225
36801,1,0,236
36802,7,0,55
36803,2,0,58
36804,2,0,105
36805,1,30,210
36806,7,0,375
36807,6,180,167
36808,3,304,30
36809,7,0,175
36810,5,10,10
36811,3,0,335
36812,1,60,195
36813,2,0,250
36814,2,0,245
36815,1,20,240
36816,1,60,210
36817,1,289,299
36818,1,35,30
36819,2,0,733
36820,1,0,0
36821,2,0,0
36822,2,0,330
36823,1,15,240
36824,1,180,420
36825,1,0,330
36826,1,0,175
36827,1,0,180
36828,1,135,170
36829,1,0,210
36830,2,0,235
36831,2,45,300
36832,1,0,42
36833,1,0,65
36834,2,0,170
36835,1,0,750
36836,2,120,30
36837,2,0,560
36838,1,0,480
36839,1,0,213
36840,1,0,180
36841,1,0,840
36842,1,0,220
36843,2,127,0
36844,1,0,725
36845,1,0,453
36846,2,0,240
36847,1,0,483
