,TUDIARYDAY,Socializing for leisure,Alone time for leisure
203375,6,60,40
203376,7,0,660
203377,5,0,775
203378,1,45,717
203379,7,0,884
203380,7,295,60
203381,7,0,320
203382,1,0,210
203383,3,45,45
203384,4,0,427
203385,7,0,360
203386,1,0,258
203387,1,30,465
203388,7,100,122
203389,1,0,90
203390,7,0,200
203391,5,0,180
203392,3,115,90
203393,7,0,355
203394,7,0,480
203395,2,0,285
203396,1,125,236
203397,1,70,370
203398,5,52,90
203399,2,20,261
203400,1,0,370
203401,1,0,60
203402,7,0,420
203403,7,0,30
203404,4,0,120
203405,1,0,270
203406,1,0,220
203407,2,0,190
203408,7,0,835
203409,7,234,265
203410,1,40,221
203411,4,0,30
203412,3,0,394
203413,1,0,100
203414,5,125,360
203415,1,0,277
203416,6,60,60
203417,7,0,510
203418,4,0,360
203419,7,180,300
203420,1,0,0
203421,1,0,455
203422,5,0,350
203423,6,0,115
203424,1,5,60
203425,6,0,230
203426,6,0,127
203427,7,0,150
203428,7,0,120
203429,1,0,70
203430,1,0,364
203431,2,0,215
203432,1,50,390
203433,1,295,110
203434,3,30,193
203435,1,200,240
203436,6,120,150
203437,6,180,213
203438,7,0,100
203439,4,0,85
203440,7,60,240
203441,1,10,390
203442,1,45,130
203443,1,0,570
203444,5,0,200
203445,4,0,125
203446,7,0,349
203447,3,0,80
203448,3,0,175
203449,1,0,326
203450,6,0,120
203451,7,440,240
203452,7,336,120
203453,2,60,0
203454,2,0,145
203455,2,15,165
203456,2,0,90
203457,1,60,745
203458,1,30,460
203459,6,101,50
203460,1,31,248
203461,7,0,650
203462,5,80,235
203463,7,0,175
203464,1,0,380
203465,7,295,0
203466,1,120,120
203467,7,30,65
203468,6,0,708
203469,1,0,705
203470,1,0,45
203471,3,0,60
203472,5,0,0
203473,7,298,0
203474,1,0,690
203475,6,0,60
203476,1,10,311
203477,7,120,500
203478,7,0,370
203479,6,85,565
203480,7,0,420
203481,7,20,289
203482,6,0,0
203483,5,0,60
203484,2,0,100
203485,5,0,100
203486,5,0,0
203487,5,4,135
203488,1,130,0
203489,2,0,172
203490,6,0,0
203491,1,30,285
203492,7,195,120
203493,1,20,30
203494,1,0,160
203495,5,0,135
203496,1,0,1105
203497,1,135,390
203498,1,203,645
203499,1,0,450
203500,4,34,90
203501,1,0,690
203502,1,180,180
203503,6,0,629
203504,6,70,115
203505,3,0,15
203506,1,0,10
203507,1,180,120
203508,4,0,118
203509,4,15,355
203510,1,120,155
203511,6,0,216
203512,7,0,248
203513,5,0,498
203514,1,125,165
203515,7,0,345
203516,1,61,323
203517,1,0,210
203518,1,0,150
203519,1,0,300
203520,5,5,395
203521,6,0,795
203522,5,30,135
203523,1,0,634
203524,7,0,590
203525,4,0,45
203526,1,0,100
203527,5,0,555
203528,1,0,880
203529,5,15,90
203530,3,0,300
203531,2,25,169
203532,1,0,640
203533,7,215,510
203534,2,0,420
203535,6,60,360
203536,1,105,210
203537,7,0,520
203538,1,0,273
203539,4,30,270
203540,1,30,200
203541,1,30,250
203542,1,75,175
203543,1,0,375
203544,7,246,105
203545,1,0,835
203546,3,0,70
203547,5,0,90
203548,7,0,190
203549,5,0,30
203550,7,0,90
203551,1,0,242
203552,5,0,375
203553,1,100,255
203554,5,0,830
203555,7,105,625
203556,4,0,120
203557,1,160,270
203558,7,0,180
203559,1,60,604
203560,5,0,145
203561,1,120,425
203562,1,195,0
203563,2,0,0
203564,1,45,522
203565,1,0,105
203566,1,0,210
203567,1,0,285
203568,1,15,35
203569,1,0,235
203570,1,0,35
203571,6,110,110
203572,7,4,408
203573,3,60,445
203574,1,0,210
203575,1,55,90
203576,1,20,180
203577,1,95,450
203578,1,0,150
203579,3,45,180
203580,6,0,330
203581,1,230,90
203582,3,19,360
203583,4,0,640
203584,1,0,690
203585,7,75,386
203586,1,0,820
203587,6,10,270
203588,1,55,98
203589,4,120,408
203590,2,0,30
203591,1,120,30
203592,1,315,90
203593,5,0,325
203594,1,210,248
203595,7,0,687
203596,1,0,400
203597,1,70,480
203598,1,0,0
203599,7,0,150
203600,1,0,320
203601,1,50,390
203602,3,192,70
203603,2,60,95
203604,7,120,420
203605,7,0,60
203606,4,2,850
203607,6,60,220
203608,7,140,135
203609,4,0,109
203610,1,150,350
203611,1,0,465
203612,2,0,135
203613,1,75,0
203614,1,30,45
203615,1,10,380
203616,5,245,195
203617,1,60,255
203618,1,40,80
203619,7,0,580
203620,1,0,470
203621,1,15,45
203622,4,150,55
203623,3,0,170
203624,7,0,120
203625,2,0,120
203626,7,0,150
203627,7,365,210
203628,7,0,180
203629,1,0,195
203630,2,0,124
203631,2,120,153
203632,1,220,120
203633,1,45,285
203634,7,0,105
203635,3,120,10
203636,1,0,630
203637,1,0,340
203638,4,0,15
203639,1,0,585
203640,4,350,175
203641,1,0,226
203642,6,0,175
203643,6,0,35
203644,2,0,60
203645,1,0,360
203646,7,360,875
203647,7,32,258
203648,7,0,780
203649,5,0,0
203650,4,30,353
203651,2,0,230
203652,5,0,320
203653,3,60,60
203654,3,0,285
203655,7,0,363
203656,7,0,490
203657,7,0,240
203658,3,0,0
203659,5,0,210
203660,5,0,30
203661,1,60,0
203662,1,116,240
203663,2,0,205
203664,5,120,147
203665,5,180,0
203666,3,75,285
203667,6,0,60
203668,4,15,586
203669,4,0,120
203670,1,15,0
203671,2,0,75
203672,6,120,210
203673,1,90,665
203674,3,90,120
203675,5,0,197
203676,4,0,120
203677,2,0,0
203678,7,0,60
203679,7,0,50
203680,7,0,60
203681,7,0,150
203682,1,0,286
203683,2,0,180
203684,7,90,195
203685,6,270,0
203686,4,30,310
203687,2,0,370
203688,7,363,192
203689,5,0,60
203690,1,0,167
203691,1,105,385
203692,2,30,75
203693,7,0,363
203694,7,30,240
203695,1,0,0
203696,7,0,180
203697,5,90,60
203698,3,0,260
203699,1,30,390
203700,4,20,75
203701,6,0,0
203702,6,0,120
203703,2,0,393
203704,5,0,175
203705,7,0,795
203706,1,0,605
203707,5,0,445
203708,7,65,75
203709,4,60,455
203710,3,65,110
203711,1,0,105
203712,7,45,0
203713,2,0,920
203714,6,0,0
203715,7,400,94
203716,4,51,150
203717,3,0,0
203718,7,0,120
203719,7,0,0
203720,5,0,210
203721,7,180,240
203722,1,0,240
203723,7,0,535
203724,6,0,0
203725,4,0,770
203726,2,45,331
203727,1,105,355
203728,7,10,401
203729,7,0,275
203730,2,0,76
203731,2,45,230
203732,6,210,180
203733,6,50,0
203734,1,0,300
203735,3,0,515
203736,2,120,0
203737,6,15,0
203738,1,0,513
203739,4,35,73
203740,1,290,365
203741,5,120,73
203742,3,0,140
203743,3,0,620
203744,7,0,279
203745,2,0,212
203746,2,0,0
203747,4,0,120
203748,5,0,60
203749,1,0,445
203750,3,60,100
203751,6,60,0
203752,7,0,60
203753,3,0,510
203754,3,0,105
203755,2,0,130
203756,2,0,575
203757,2,0,115
203758,4,176,120
203759,7,0,120
203760,3,47,180
203761,5,75,0
203762,7,0,345
203763,3,0,30
203764,4,122,103
203765,1,160,300
203766,7,0,75
203767,6,0,45
203768,3,0,645
203769,3,0,440
203770,1,0,0
203771,3,0,208
203772,3,0,60
203773,2,0,195
203774,3,0,0
203775,7,70,60
203776,3,0,105
203777,7,0,370
203778,1,0,130
203779,1,0,0
203780,2,60,90
203781,1,0,753
203782,7,0,45
203783,1,0,150
203784,4,60,0
203785,2,0,45
203786,7,300,40
203787,7,90,265
203788,2,0,685
203789,7,25,90
203790,7,0,0
203791,6,0,345
203792,4,0,565
203793,6,580,245
203794,1,60,602
203795,3,0,120
203796,6,0,519
203797,3,15,315
203798,6,0,230
203799,4,0,210
203800,6,0,85
203801,7,15,125
203802,4,0,195
203803,7,0,180
203804,4,330,0
203805,3,0,390
203806,6,0,335
203807,5,0,65
203808,3,0,380
203809,4,0,0
203810,3,0,190
203811,7,210,308
203812,4,345,240
203813,1,135,70
203814,2,0,250
203815,2,0,315
203816,1,0,0
203817,7,0,298
203818,6,0,561
203819,1,0,682
203820,2,0,130
203821,6,0,300
203822,7,0,225
203823,3,0,140
203824,6,15,30
203825,1,0,150
203826,6,0,240
203827,7,330,240
203828,2,0,15
203829,5,0,855
203830,3,0,60
203831,5,120,385
203832,5,0,860
203833,6,0,115
203834,3,0,510
203835,1,0,420
203836,4,30,90
203837,2,60,40
203838,5,0,785
203839,2,0,245
203840,7,0,93
203841,7,0,190
203842,2,0,510
203843,1,15,270
203844,4,75,120
203845,3,0,120
203846,2,90,0
203847,7,0,60
203848,3,70,525
203849,1,0,371
203850,4,0,120
203851,6,0,125
203852,1,55,240
203853,2,0,120
203854,1,0,420
203855,3,0,514
203856,1,150,380
203857,7,165,180
203858,2,160,250
203859,2,80,170
203860,1,0,510
203861,7,95,150
203862,5,0,90
203863,6,0,500
203864,7,0,0
203865,4,0,570
203866,7,0,260
203867,7,0,440
203868,2,22,240
203869,7,0,0
203870,7,0,430
203871,7,0,420
203872,4,0,85
203873,1,25,219
203874,1,0,85
203875,1,0,210
203876,7,0,570
203877,7,0,0
203878,7,7,232
203879,1,0,730
203880,5,0,115
203881,7,5,344
203882,2,120,369
203883,1,0,120
203884,3,350,60
203885,1,475,0
203886,6,0,564
203887,4,0,51
203888,4,0,123
203889,1,0,385
203890,7,65,15
203891,7,0,0
203892,3,0,220
203893,2,165,15
203894,5,0,250
203895,6,310,190
203896,2,0,390
203897,6,0,60
203898,7,0,0
203899,1,0,240
203900,6,0,233
203901,3,20,555
203902,7,0,774
203903,1,30,210
203904,5,0,308
203905,1,10,0
203906,2,0,259
203907,7,0,15
203908,4,0,109
203909,6,0,30
203910,7,0,0
203911,6,40,30
203912,4,0,180
203913,1,0,330
203914,4,10,536
203915,5,80,260
203916,4,0,890
203917,2,10,75
203918,2,0,226
203919,7,300,174
203920,1,20,316
203921,7,90,230
203922,3,0,380
203923,1,0,330
203924,7,0,0
203925,6,0,300
203926,4,0,115
203927,7,0,0
203928,1,0,270
203929,1,125,120
203930,2,0,175
203931,2,0,420
203932,2,0,390
203933,4,60,350
203934,5,0,195
203935,7,30,79
203936,3,0,301
203937,2,15,270
203938,6,0,270
203939,3,170,350
203940,7,0,125
203941,3,46,125
203942,1,100,100
203943,7,0,220
203944,4,30,0
203945,3,20,125
203946,3,0,190
203947,7,0,170
203948,5,30,91
203949,2,0,90
203950,1,170,83
203951,4,0,195
203952,4,0,30
203953,2,30,240
203954,5,0,390
203955,7,285,175
203956,6,0,270
203957,6,0,0
203958,6,185,20
203959,1,0,420
203960,1,0,235
203961,2,0,345
203962,1,85,80
203963,3,0,193
203964,3,0,0
203965,2,35,545
203966,4,0,185
203967,7,0,220
203968,7,135,560
203969,2,0,140
203970,1,0,245
203971,6,20,367
203972,5,45,90
203973,7,110,115
203974,1,0,160
203975,3,80,447
203976,5,90,0
203977,1,443,0
203978,1,0,195
203979,3,0,600
203980,4,55,105
203981,2,45,360
203982,7,0,185
203983,1,90,60
203984,2,0,150
203985,7,30,235
203986,1,0,570
203987,1,185,90
203988,4,0,98
203989,7,0,150
203990,1,135,100
203991,3,15,370
203992,7,0,559
203993,1,0,810
203994,4,45,0
203995,7,0,505
203996,1,30,140
203997,6,210,210
203998,1,0,535
203999,6,0,25
204000,7,0,0
204001,1,50,190
204002,2,0,738
204003,6,0,180
204004,2,0,110
204005,6,0,210
204006,4,0,160
204007,1,25,260
204008,3,60,20
204009,7,0,320
204010,1,185,90
204011,1,0,390
204012,7,0,398
204013,6,40,555
204014,1,0,242
204015,3,0,150
204016,4,0,75
204017,7,178,70
204018,7,30,250
204019,6,0,210
204020,7,410,30
204021,1,0,435
204022,7,0,330
204023,3,0,135
204024,5,30,30
204025,7,30,184
204026,1,61,148
204027,4,90,135
204028,3,50,110
204029,7,5,145
204030,7,0,616
204031,6,0,600
204032,1,33,488
204033,1,360,120
204034,6,0,120
204035,1,0,405
204036,7,15,465
204037,1,0,110
204038,7,0,585
204039,3,10,105
204040,6,0,165
204041,1,0,525
204042,1,0,360
204043,3,0,505
204044,1,75,630
204045,5,50,93
204046,7,0,285
204047,7,45,259
204048,5,180,360
204049,1,10,504
204050,4,0,150
204051,1,105,240
204052,5,237,40
204053,1,0,394
204054,4,80,110
204055,6,50,555
204056,2,0,0
204057,1,0,180
204058,1,60,120
204059,2,58,210
204060,2,0,145
204061,7,0,815
204062,1,60,220
204063,4,0,362
204064,7,15,120
204065,3,0,320
204066,1,0,0
204067,1,100,470
204068,6,0,195
204069,6,0,100
204070,2,0,0
204071,4,305,0
204072,1,0,180
204073,1,440,0
204074,1,0,0
204075,1,0,479
204076,1,0,270
204077,1,0,235
204078,1,0,75
204079,4,0,45
204080,3,60,155
204081,4,35,120
204082,7,155,100
204083,6,0,20
204084,7,0,445
204085,2,0,268
204086,7,300,60
204087,1,30,120
204088,1,0,148
204089,3,0,159
204090,2,0,265
204091,6,0,180
204092,7,0,375
204093,4,75,75
204094,4,0,150
204095,7,30,310
204096,2,0,265
204097,2,0,949
204098,7,0,185
204099,1,200,120
204100,1,10,120
204101,6,2,456
204102,6,230,0
204103,7,80,430
204104,7,475,0
204105,1,0,150
204106,1,0,660
204107,1,185,210
204108,5,0,200
204109,4,0,148
204110,1,0,0
204111,7,0,195
204112,4,85,179
204113,6,0,30
204114,7,0,746
204115,7,0,275
204116,1,0,690
204117,1,60,745
204118,7,90,90
204119,7,0,385
204120,5,0,630
204121,1,0,0
204122,7,120,567
204123,6,0,180
204124,7,165,134
204125,2,120,45
204126,4,0,140
204127,7,525,100
204128,5,0,0
204129,7,0,200
204130,1,310,45
204131,6,5,120
204132,1,30,150
204133,6,0,175
204134,5,0,30
204135,2,30,155
204136,1,0,725
204137,3,10,510
204138,7,0,722
204139,7,575,30
204140,7,0,145
204141,3,0,265
204142,1,0,480
204143,2,0,0
204144,7,145,30
204145,1,225,60
204146,6,0,144
204147,4,0,195
204148,1,0,180
204149,7,0,540
204150,2,0,220
204151,7,50,289
204152,2,90,0
204153,1,465,50
204154,2,20,199
204155,6,30,192
204156,7,30,280
204157,1,0,300
204158,4,15,45
204159,7,0,400
204160,7,0,45
204161,2,0,300
204162,2,15,320
204163,7,110,180
204164,4,0,20
204165,1,0,265
204166,4,15,0
204167,1,0,130
204168,1,30,90
204169,7,360,60
204170,7,0,400
204171,4,30,410
204172,6,60,123
204173,6,0,150
204174,3,0,210
204175,3,0,0
204176,7,0,255
204177,2,0,150
204178,7,0,330
204179,1,175,60
204180,6,40,10
204181,2,0,273
204182,7,65,10
204183,5,0,300
204184,6,0,600
204185,1,0,0
204186,7,0,240
204187,7,60,230
204188,1,180,290
204189,6,15,60
204190,1,0,564
204191,4,0,330
204192,7,0,255
204193,3,0,606
204194,4,0,90
204195,2,0,390
204196,7,0,151
204197,5,35,65
204198,6,0,240
204199,7,0,465
204200,2,0,60
204201,7,0,780
204202,5,0,558
204203,5,0,805
204204,7,165,130
204205,2,0,60
204206,7,0,460
204207,3,10,255
204208,4,0,30
204209,6,0,150
204210,2,0,240
204211,6,0,60
204212,7,195,118
204213,5,0,105
204214,4,0,120
204215,1,0,170
204216,6,0,145
204217,7,0,60
204218,7,160,83
204219,1,0,420
204220,5,0,0
204221,1,0,556
204222,1,15,333
204223,4,0,249
204224,7,90,240
204225,7,0,345
204226,3,0,321
204227,7,180,470
204228,1,0,300
204229,5,10,275
204230,2,18,396
204231,6,0,240
204232,2,0,400
204233,1,0,210
204234,1,90,274
204235,4,0,68
204236,3,0,255
204237,7,20,70
204238,7,68,141
204239,1,0,0
204240,7,15,306
204241,7,0,770
204242,6,0,220
204243,2,30,45
204244,2,0,785
204245,2,0,530
204246,6,20,130
204247,4,0,330
204248,6,18,610
204249,1,0,0
204250,7,0,378
204251,4,0,10
204252,1,0,359
204253,1,0,431
204254,7,30,70
204255,1,140,438
204256,1,90,490
204257,1,0,0
204258,7,0,60
204259,5,50,309
204260,4,95,110
204261,1,60,210
204262,2,15,215
204263,6,10,154
204264,6,65,70
204265,5,0,60
204266,4,0,70
204267,4,0,120
204268,7,524,0
204269,1,0,0
204270,1,0,30
204271,4,0,160
204272,1,125,165
204273,1,0,90
204274,7,0,545
204275,1,0,430
204276,1,0,130
204277,2,0,288
204278,1,0,100
204279,1,0,334
204280,3,240,250
204281,5,0,122
204282,1,10,180
204283,3,0,608
204284,7,135,100
204285,1,0,205
204286,1,72,474
204287,6,30,0
204288,1,0,365
204289,2,0,85
204290,1,75,135
204291,7,240,400
204292,3,45,50
204293,1,183,136
204294,1,0,670
204295,7,0,385
204296,2,0,134
204297,1,0,385
204298,1,105,30
204299,1,0,395
204300,1,120,717
204301,4,0,120
204302,3,0,0
204303,7,177,450
204304,1,458,60
204305,3,0,160
204306,1,90,390
204307,3,0,145
204308,2,30,140
204309,2,69,115
204310,3,60,60
204311,1,0,420
204312,2,63,610
204313,2,0,785
204314,7,0,294
204315,6,0,225
204316,1,130,120
204317,1,0,308
204318,1,0,180
204319,7,0,560
204320,2,61,304
204321,1,0,120
204322,7,0,180
204323,7,0,304
204324,1,35,0
204325,7,30,120
204326,4,0,120
204327,4,0,0
204328,6,0,420
204329,1,0,880
204330,7,15,559
204331,1,445,570
204332,3,0,195
204333,6,0,150
204334,3,0,54
204335,3,0,435
204336,1,0,155
204337,7,0,465
204338,7,540,0
204339,4,0,130
204340,5,75,428
204341,2,180,590
204342,7,447,199
204343,1,0,626
204344,3,0,210
204345,1,140,265
204346,3,0,180
204347,1,170,290
204348,5,0,150
204349,1,0,640
204350,1,0,60
204351,1,0,480
204352,1,0,660
204353,1,0,195
204354,1,145,0
204355,3,0,148
204356,3,0,80
204357,2,15,283
204358,2,0,90
204359,1,0,840
204360,3,60,70
204361,1,0,625
204362,7,90,150
204363,1,645,0
204364,6,0,134
204365,1,0,535
204366,1,90,225
204367,4,0,167
204368,1,300,30
204369,5,0,602
204370,1,30,440
204371,1,0,160
204372,6,0,430
204373,7,0,120
204374,1,0,375
204375,3,102,345
204376,7,0,180
204377,3,45,175
204378,5,0,195
204379,3,0,210
204380,6,83,0
204381,4,0,85
204382,3,150,210
204383,3,40,475
204384,2,0,30
204385,7,0,505
204386,3,0,176
204387,3,0,440
204388,1,260,95
204389,1,300,320
204390,2,0,750
204391,6,132,54
204392,2,0,252
204393,1,0,223
204394,7,0,115
204395,7,450,65
204396,2,0,937
204397,2,40,92
204398,6,0,180
204399,2,0,583
204400,3,0,485
204401,5,0,283
204402,1,30,300
204403,1,150,60
204404,2,135,199
204405,2,0,717
204406,2,15,100
204407,3,0,30
204408,5,0,424
204409,2,195,355
204410,7,90,315
204411,3,0,480
204412,1,120,300
204413,1,150,145
204414,1,0,60
204415,5,45,135
204416,1,0,310
204417,1,0,240
204418,1,0,180
204419,3,0,661
204420,2,0,480
204421,2,2,125
204422,2,0,649
204423,3,0,118
204424,3,0,130
204425,3,0,150
204426,1,180,60
204427,1,325,280
204428,1,0,974
204429,1,45,367
204430,7,45,20
204431,7,5,240
204432,5,0,330
204433,7,0,200
204434,3,0,368
204435,2,60,408
204436,1,30,330
204437,7,0,304
204438,2,40,83
204439,2,0,60
204440,7,73,335
204441,4,0,50
204442,1,70,335
204443,1,75,120
204444,1,0,90
204445,1,0,460
204446,1,0,300
204447,1,0,0
204448,1,0,625
204449,1,20,813
204450,1,0,105
204451,1,180,340
204452,4,0,90
204453,7,0,395
204454,6,0,0
204455,7,0,60
204456,7,0,90
204457,7,180,341
204458,5,0,590
204459,7,120,105
204460,1,0,740
204461,1,0,135
204462,7,0,60
204463,5,9,125
204464,5,15,177
204465,2,0,0
204466,4,0,635
204467,7,0,245
204468,4,585,0
204469,1,0,510
204470,2,120,418
204471,5,20,185
204472,7,120,255
204473,1,285,90
204474,6,0,150
204475,1,267,60
204476,7,0,210
204477,6,132,45
204478,2,0,0
204479,7,353,0
204480,4,0,350
204481,5,0,60
204482,4,15,105
204483,6,0,90
204484,6,0,170
204485,7,0,380
204486,5,220,90
204487,2,165,0
204488,1,0,200
204489,7,405,0
204490,5,0,30
204491,3,0,295
204492,7,15,365
204493,6,178,425
204494,1,330,0
204495,1,477,0
204496,4,167,149
204497,7,0,480
204498,4,0,0
204499,3,0,135
204500,6,0,255
204501,4,30,100
204502,7,0,144
204503,4,25,20
204504,1,0,735
204505,2,45,210
204506,7,0,330
204507,2,0,680
204508,4,0,207
204509,7,0,15
204510,7,0,300
204511,4,0,240
204512,1,0,110
204513,7,0,105
204514,7,0,0
204515,7,0,434
204516,7,0,270
204517,7,120,390
204518,7,180,496
204519,7,70,30
204520,6,90,0
204521,6,60,30
204522,4,90,680
204523,1,0,410
204524,4,0,870
204525,5,0,200
204526,7,0,175
204527,1,0,90
204528,1,275,75
204529,7,0,180
204530,4,0,0
204531,4,0,195
204532,1,210,346
204533,2,280,255
204534,6,0,160
204535,1,90,95
204536,4,250,0
204537,6,0,274
204538,1,0,510
204539,1,0,120
204540,1,300,30
204541,5,0,45
204542,5,75,30
204543,7,128,242
204544,1,0,570
204545,7,0,510
204546,6,0,0
204547,5,0,165
204548,7,450,120
204549,4,0,80
204550,7,220,165
204551,4,0,105
204552,7,285,0
204553,1,295,279
204554,5,98,238
204555,1,0,0
204556,7,0,290
204557,7,0,175
204558,6,90,0
204559,4,0,470
204560,3,0,180
204561,6,0,738
204562,4,60,250
204563,1,197,180
204564,4,198,0
204565,4,0,59
204566,1,30,90
204567,3,0,30
204568,6,0,123
204569,4,0,170
204570,5,0,80
204571,7,150,150
204572,7,210,200
204573,1,0,668
204574,7,0,988
204575,7,30,240
204576,3,0,300
204577,6,0,700
204578,4,0,250
204579,4,0,395
204580,1,240,325
204581,1,0,150
204582,7,20,190
204583,7,180,240
204584,7,0,1187
204585,7,135,465
204586,7,0,180
204587,3,60,265
204588,4,0,180
204589,4,0,161
204590,2,180,10
204591,6,0,390
204592,1,10,420
204593,4,0,150
204594,3,0,210
204595,7,0,210
204596,6,0,0
204597,1,0,985
204598,3,0,230
204599,7,0,300
204600,7,0,479
204601,4,0,214
204602,7,0,145
204603,7,120,20
204604,1,0,110
204605,5,0,271
204606,7,0,45
204607,1,120,530
204608,4,0,510
204609,1,280,0
204610,1,80,405
204611,7,25,0
204612,1,230,435
204613,7,180,120
204614,1,120,110
204615,7,0,180
204616,1,420,120
204617,1,185,629
204618,2,0,0
204619,7,0,250
204620,7,0,935
204621,7,60,35
204622,2,60,60
204623,7,0,672
204624,7,0,240
204625,1,0,770
204626,1,0,0
204627,6,0,305
204628,2,0,135
204629,6,3,40
204630,4,0,15
204631,2,0,150
204632,6,60,240
204633,5,0,75
204634,6,0,400
204635,6,0,350
204636,4,0,195
204637,7,0,774
204638,1,135,210
204639,1,0,730
204640,5,5,23
204641,6,0,125
204642,5,0,810
204643,7,0,518
204644,7,270,500
204645,5,0,129
204646,7,75,573
204647,1,10,120
204648,1,60,115
204649,4,15,45
204650,7,240,160
204651,1,120,210
204652,7,0,360
204653,7,0,60
204654,3,68,80
204655,5,15,106
204656,2,0,220
204657,7,0,624
204658,1,334,295
204659,5,126,45
204660,7,305,0
204661,2,0,30
204662,3,30,320
204663,3,0,720
204664,2,0,300
204665,1,0,357
204666,7,30,30
204667,1,0,316
204668,7,0,0
204669,4,45,65
204670,5,30,260
204671,4,15,172
204672,7,80,735
204673,1,30,28
204674,5,405,60
204675,1,0,565
204676,4,0,81
204677,7,0,60
204678,5,25,35
204679,1,0,170
204680,4,95,35
204681,7,0,275
204682,6,0,400
204683,4,10,400
204684,7,65,625
204685,7,0,720
204686,7,160,235
204687,6,0,135
204688,7,33,202
204689,1,0,60
204690,2,30,75
204691,7,0,60
204692,7,60,364
204693,1,0,120
204694,1,0,0
204695,7,0,320
204696,7,0,495
204697,5,0,558
204698,1,0,120
204699,6,0,420
204700,3,60,175
204701,1,130,117
204702,7,0,270
204703,3,0,200
204704,6,0,57
204705,5,0,161
204706,2,240,325
204707,7,0,535
204708,1,0,390
204709,4,45,115
204710,7,0,100
204711,7,130,320
204712,7,30,300
204713,1,0,270
204714,7,800,0
204715,5,0,85
204716,7,0,114
204717,4,0,200
204718,7,210,0
204719,6,0,870
204720,1,0,0
204721,7,205,735
204722,3,60,0
204723,1,0,133
204724,4,150,583
204725,7,0,55
204726,7,120,20
204727,7,180,180
204728,6,120,235
204729,3,0,173
204730,3,0,326
204731,4,15,150
204732,4,0,510
204733,1,0,195
204734,2,0,120
204735,5,0,135
204736,7,0,400
204737,4,0,690
204738,7,0,75
204739,1,120,360
204740,7,0,270
204741,4,165,414
204742,5,0,390
204743,7,0,648
204744,1,0,120
204745,1,385,85
204746,6,0,210
204747,1,60,240
204748,6,25,131
204749,2,10,179
204750,1,0,210
204751,4,0,0
204752,2,0,210
204753,2,2,240
204754,2,0,105
204755,5,0,60
204756,7,0,255
204757,1,479,375
204758,3,0,125
204759,7,240,0
204760,4,128,90
204761,3,0,120
204762,5,0,0
204763,2,0,77
204764,4,0,505
204765,6,20,434
204766,5,0,520
204767,2,60,240
204768,6,180,200
204769,5,315,345
204770,4,0,269
204771,3,0,150
204772,1,0,565
204773,1,60,180
204774,4,0,150
204775,4,0,300
204776,2,0,802
204777,1,0,570
204778,6,0,115
204779,3,0,250
204780,7,0,140
204781,7,390,270
204782,5,235,315
204783,2,121,5
204784,3,0,890
204785,3,0,75
204786,7,15,180
204787,1,0,540
204788,7,2,447
204789,2,30,60
204790,1,0,120
204791,3,0,265
204792,3,0,162
204793,4,0,0
204794,6,140,95
204795,7,0,0
204796,5,0,293
204797,7,90,210
204798,3,60,60
204799,1,0,315
204800,1,0,152
204801,7,50,120
204802,7,20,135
204803,1,5,120
204804,5,0,535
204805,1,0,140
204806,7,15,665
204807,2,60,205
204808,2,240,190
204809,6,0,90
204810,6,150,30
204811,1,60,100
204812,3,0,458
204813,7,0,200
204814,1,0,15
204815,7,30,120
204816,6,0,120
204817,1,30,155
204818,7,70,28
204819,1,90,90
204820,1,0,265
204821,4,20,282
204822,7,300,80
204823,1,0,535
204824,4,0,210
204825,2,0,0
204826,1,0,255
204827,5,0,0
204828,6,30,160
204829,1,260,225
204830,3,60,210
204831,7,180,0
204832,1,221,336
204833,1,60,305
204834,1,492,120
204835,7,0,0
204836,3,0,435
204837,7,0,435
204838,2,0,0
204839,4,90,140
204840,6,0,910
204841,3,0,380
204842,7,0,395
204843,1,90,180
204844,1,0,450
204845,2,0,120
204846,1,0,110
204847,7,0,75
204848,6,0,180
204849,5,0,160
204850,1,0,115
204851,7,385,0
204852,3,0,100
204853,4,0,364
204854,1,0,30
204855,3,90,145
204856,5,0,220
204857,1,120,180
204858,5,90,45
204859,3,75,600
204860,7,120,30
204861,7,0,120
204862,3,30,162
204863,5,0,153
204864,5,134,352
204865,4,130,215
204866,7,210,0
204867,7,0,90
204868,2,0,300
204869,1,150,288
204870,6,0,60
204871,1,30,50
204872,5,0,180
204873,7,0,80
204874,3,0,260
204875,3,0,15
204876,4,120,30
204877,4,90,250
204878,1,45,0
204879,2,46,30
204880,3,25,375
204881,5,45,15
204882,2,150,55
204883,7,0,239
204884,6,0,115
204885,4,0,0
204886,6,0,220
204887,4,2,667
204888,6,157,160
204889,1,175,180
204890,6,20,150
204891,7,0,550
204892,1,0,640
204893,6,90,240
204894,4,0,760
204895,7,412,35
204896,4,420,160
204897,1,0,500
204898,1,0,240
204899,4,10,40
204900,1,50,207
204901,1,0,420
204902,7,0,420
204903,1,60,180
204904,5,0,60
204905,1,25,593
204906,1,0,240
204907,7,0,120
204908,6,0,154
204909,6,0,445
204910,1,350,385
204911,4,44,89
204912,2,0,40
204913,4,30,0
204914,3,0,480
204915,1,100,560
204916,6,120,180
204917,4,0,30
204918,3,0,155
204919,6,0,1035
204920,7,390,0
204921,2,0,540
204922,7,0,840
204923,1,218,195
204924,2,0,403
204925,3,0,180
204926,2,0,510
